question,dateFinished,dueDate,action_code,activityNameEN,planned,time:timestamp,monitoringResource,org:resource,activityNameNL,concept:name,lifecycle:transition,case:concept:name,case:Responsible_actor,case:endDate,case:caseStatus,case:parts,case:SUMleges,case:last_phase,case:case_type,case:startDate,case:requestComplete,case:IDofConceptCase,case:termName,case:caseProcedure,case:landRegisterID,case:Includes_subCases,dateStop,case:endDatePlanned
EMPTY,2012-11-29 11:18:01+00:00,,06_VD_030_1,creating decision procedure term extension,,2012-09-05 09:42:32+00:00,560852,560781,aanmaken besluit verlengen proceduretermijn,06_VD_030_1,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,06_VD_030_2,decision procedure term extension,2012-09-06 09:42:32+00:00,2012-09-05 09:42:35+00:00,560852,560781,beschikking verlengen proceduretermijn,06_VD_030_2,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,06_VD_030_3,enter date decision procedure term extension,2012-09-06 09:42:35+00:00,2012-09-05 09:42:35+00:00,560852,560781,registreren datum besluit verlengen proceduretermijn,06_VD_030_3,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,06_VD_060_2,enter senddate decision procedure term extension,2012-09-06 09:42:48+00:00,2012-09-05 09:42:48+00:00,560852,560781,invoeren verzenddatum beschikking verlengen proceduretermijn,06_VD_060_2,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,06_VD_060_1,copy decision to extend procedure to stakeholders,2012-09-06 09:42:43+00:00,2012-09-05 09:42:48+00:00,560852,560781,afschrift beschikking verlengen proceduretermijn aan belanghebbenden,06_VD_060_1,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_110,treat subcases completeness,2012-07-17 08:40:55+00:00,2012-10-15 09:02:27+00:00,560852,560752,behandelen deelzaken volledigheid,01_HOOFD_110,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_110_2,subcases completeness completed,2012-10-16 09:02:29+00:00,2012-10-15 09:02:31+00:00,560852,560752,deelzaken volledigheid afgerond,01_HOOFD_110_2,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,01_HOOFD_180,procedure change,,2012-10-15 09:02:32+00:00,560852,560752,procedure verandering,01_HOOFD_180,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
True,2012-11-29 11:18:01+00:00,,08_AWB45_005,request complete,2012-10-16 09:02:32+00:00,2012-10-15 09:02:35+00:00,560852,560752,aanvraag volledig,08_AWB45_005,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,01_HOOFD_200,send letter in progress,,2012-10-15 09:02:35+00:00,560852,560752,brief in behandeling versturen,01_HOOFD_200,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_195,phase application receptive,,2012-10-15 09:02:35+00:00,560852,560752,fase aanvraag ontvankelijk,01_HOOFD_195,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_250_1,treat subcases content,2012-10-16 09:02:36+00:00,2012-10-15 09:02:38+00:00,560852,560752,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,01_HOOFD_196,procedure change after completeness,,2012-10-15 09:02:40+00:00,560852,560752,procedureverandering na volledigheid,01_HOOFD_196,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,09_AH_I_010,article 34  WABO applies,,2012-10-15 09:02:40+00:00,560852,560752,artikel 34 WABO van toepassing,09_AH_I_010,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,01_HOOFD_380,grounds for refusal,,2012-10-15 09:02:40+00:00,560852,560752,weigeringsgrond,01_HOOFD_380,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,01_HOOFD_430,ask stakeholders views,,2012-10-15 09:02:40+00:00,560852,560752,belanghebbenden zienswijzen vragen,01_HOOFD_430,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_370,assessment of content completed,,2012-10-15 09:02:40+00:00,560852,560752,inhoudelijke beoordeling afgerond,01_HOOFD_370,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_375,phase advice known,,2012-10-15 09:02:40+00:00,560852,560752,fase advies bekend,01_HOOFD_375,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_250_2,completed subcases content,2012-10-16 09:02:38+00:00,2012-10-15 09:02:40+00:00,560852,560752,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,11_AH_II_010,suspension ground applicable,2012-10-16 09:02:40+00:00,2012-10-17 08:54:36+00:00,560852,560752,aanhoudingsgrond van toepassing,11_AH_II_010,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2012-11-29 11:18:01+00:00,,01_HOOFD_480,by law,2012-10-18 08:54:36+00:00,2012-11-01 10:52:00+00:00,560852,560781,van rechtswege,01_HOOFD_480,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_490_1,creating environmental permit decision,,2012-11-01 10:52:02+00:00,560852,560781,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_490_4,generating decision environmental permit,2012-11-02 10:52:02+00:00,2012-11-01 10:52:05+00:00,560852,560781,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_490_3,register date environmental permit decision,2012-11-02 10:52:05+00:00,2012-11-05 23:00:00+00:00,560852,560852,registreren datum besluit omgevingsvergunning,01_HOOFD_490_3,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2013-04-17 08:30:16+00:00,,01_HOOFD_510_2,enter senddate decision environmental permit,2013-04-18 06:29:44+00:00,2012-11-06 23:00:00+00:00,560852,560752,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2013-04-17 08:30:16+00:00,,01_HOOFD_530,enter date publication decision environmental permit,2013-04-18 06:29:59+00:00,2012-11-14 23:00:00+00:00,560852,560752,registreren datum publicatie beschikking omgevingsvergunning,01_HOOFD_530,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-11-29 11:18:01+00:00,,01_HOOFD_495,phase decision taken,2012-11-30 10:17:49+00:00,2012-11-29 10:17:57+00:00,560852,560852,fase besluit genomen,01_HOOFD_495,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2013-04-17 08:30:16+00:00,,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2012-11-30 10:17:57+00:00,2013-04-17 06:29:44+00:00,560852,560752,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2013-04-17 08:30:16+00:00,,01_HOOFD_520,generate publication document decision environmental permit,2013-04-18 06:29:57+00:00,2013-04-17 06:29:59+00:00,560852,560752,genereren publicatiedocument beschikking omgevingsvergunning,01_HOOFD_520,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
False,2013-04-17 08:30:50+00:00,,01_BB_540,objection lodged against decision,2013-04-18 06:30:11+00:00,2013-04-17 06:30:30+00:00,560852,560752,bezwaar tegen beschikking ingediend,01_BB_540,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2013-04-17 08:30:50+00:00,,01_BB_770,set phase: phase permitting irrevocable,2013-04-18 06:30:45+00:00,2013-04-17 06:30:45+00:00,560852,560752,instellen besluitfase: oorspronkelijk besluit,01_BB_770,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2013-04-17 08:30:50+00:00,,01_BB_765,set phase decision revoked,2013-04-18 06:30:30+00:00,2013-04-17 06:30:45+00:00,560852,560752,fase instellen besluit vernietigd,01_BB_765,complete,6267600,560852,2012-11-05 23:00:00+00:00,O,Bouw,7888.305,Besluit onherroepelijk,557669,2012-07-12 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-07-17 08:00:21+00:00,2012-07-20 05:58:36+00:00,01_HOOFD_010,register submission date request,2012-07-18 05:58:36+00:00,2012-07-12 22:00:00+00:00,560752,560752,registratie datum binnenkomst aanvraag,01_HOOFD_010,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
False,2012-07-17 08:00:21+00:00,,01_HOOFD_011,OLO messaging active,,2012-07-17 06:00:17+00:00,560852,560752,OLO berichtenverkeer actief,01_HOOFD_011,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
False,2012-07-17 08:00:21+00:00,,01_HOOFD_020,send confirmation receipt,,2012-07-17 06:00:17+00:00,560852,560752,versturen ontvangstbevestiging,01_HOOFD_020,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
True,2012-07-17 08:00:21+00:00,,03_GBH_005,applicant is stakeholder,,2012-07-17 06:00:17+00:00,560852,560752,aanvrager is belanghebbende,03_GBH_005,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
False,2012-07-17 08:00:21+00:00,,02_DRZ_010,forward to the competent authority,,2012-07-17 06:00:17+00:00,560852,560752,doorsturen aan bevoegd gezag,02_DRZ_010,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
False,2012-07-17 08:00:21+00:00,,01_HOOFD_050,inform BAG administrator,,2012-07-17 06:00:17+00:00,560852,560752,BAG beheerder informeren,01_HOOFD_050,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
EMPTY,2012-07-17 08:00:21+00:00,,01_HOOFD_015,phase application received,,2012-07-17 06:00:17+00:00,560852,560752,fase aanvraag ontvangen,01_HOOFD_015,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
True,2012-07-17 08:01:55+00:00,,05_EIND_010,terminate on request,2012-07-18 06:01:42+00:00,2012-07-17 06:01:52+00:00,560852,560752,beeindigen op verzoek,05_EIND_010,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
16-7-2012 0:00:00,2012-07-17 08:02:25+00:00,,05_EIND_020,enter date termination request received,2012-07-18 06:01:52+00:00,2012-07-17 06:02:09+00:00,560852,560752,invoeren datum ontvangst verzoek beeindiging,05_EIND_020,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
EMPTY,2012-07-17 08:02:25+00:00,,05_EIND_030_2,enter senddate request termination,2012-07-18 06:02:13+00:00,2012-07-17 06:02:13+00:00,560852,560752,invoeren verzenddatum mededeling beeindigen,05_EIND_030_2,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
EMPTY,2012-07-17 08:02:25+00:00,,05_EIND_030_1,message terminate request,2012-07-18 06:02:09+00:00,2012-07-17 06:02:13+00:00,560852,560752,mededeling beeindigen aanvraag,05_EIND_030_1,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
EMPTY,2012-07-17 08:02:25+00:00,,01_HOOFD_810,register deadline,2012-07-18 06:02:17+00:00,2012-07-17 06:02:17+00:00,560852,560752,registratie einddatum,01_HOOFD_810,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
EMPTY,2012-07-17 08:02:25+00:00,,05_EIND_065,phase procedure aborted,,2012-07-17 06:02:17+00:00,560852,560752,fase procedure afgebroken,05_EIND_065,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
EMPTY,2012-07-17 08:02:25+00:00,,01_HOOFD_820,close case,,2012-07-17 06:02:23+00:00,560852,560752,zaak afsluiten,01_HOOFD_820,complete,6269242,560852,2012-07-17 06:02:17+00:00,G,Handelen in strijd met regels RO,,Procedure afgebroken,557669,2012-07-12 22:00:00+00:00,True,6269249.0,,,,N,,
EMPTY,2012-09-04 10:11:48+00:00,2012-07-27 07:48:45+00:00,01_HOOFD_010,register submission date request,2012-07-25 07:48:45+00:00,2012-07-19 22:00:00+00:00,560752,560752,registratie datum binnenkomst aanvraag,01_HOOFD_010,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:11:48+00:00,,01_HOOFD_011,OLO messaging active,,2012-07-24 08:01:43+00:00,1550894,560752,OLO berichtenverkeer actief,01_HOOFD_011,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:11:48+00:00,,01_HOOFD_020,send confirmation receipt,,2012-07-24 08:01:43+00:00,1550894,560752,versturen ontvangstbevestiging,01_HOOFD_020,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
True,2012-09-04 10:11:48+00:00,,03_GBH_005,applicant is stakeholder,,2012-07-24 08:01:43+00:00,1550894,560752,aanvrager is belanghebbende,03_GBH_005,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:11:48+00:00,,02_DRZ_010,forward to the competent authority,,2012-07-24 08:01:43+00:00,1550894,560752,doorsturen aan bevoegd gezag,02_DRZ_010,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:11:48+00:00,,01_HOOFD_015,phase application received,,2012-07-24 08:01:43+00:00,1550894,560752,fase aanvraag ontvangen,01_HOOFD_015,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:11:48+00:00,,01_HOOFD_050,inform BAG administrator,,2012-07-24 08:01:44+00:00,1550894,560752,BAG beheerder informeren,01_HOOFD_050,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
True,2012-09-04 10:11:48+00:00,,04_BPT_005,regular procedure without MER,2012-07-25 08:01:44+00:00,2012-07-30 07:45:24+00:00,560852,560752,reguliere procedure zonder MER,04_BPT_005,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:11:48+00:00,,01_HOOFD_065_2,enter senddate procedure confirmation,2012-07-31 07:45:38+00:00,2012-07-30 07:45:38+00:00,560852,560752,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:11:48+00:00,,01_HOOFD_065_1,send procedure confirmation,2012-07-31 07:45:26+00:00,2012-07-30 07:45:38+00:00,560852,560752,procedurebevestiging versturen,01_HOOFD_065_1,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:11:48+00:00,,07_OPS_010,suspend term,,2012-07-30 07:45:42+00:00,1550894,560752,termijn opschorten,07_OPS_010,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
2-8-2012 0:00:00,2012-09-04 10:11:48+00:00,,01_HOOFD_101,registration date publication,2012-07-31 07:45:42+00:00,2012-07-30 07:47:34+00:00,560852,560752,registratie datum publicatie,01_HOOFD_101,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:11:48+00:00,,01_HOOFD_110,treat subcases completeness,2012-07-31 07:45:42+00:00,2012-09-04 08:05:24+00:00,560852,1550894,behandelen deelzaken volledigheid,01_HOOFD_110,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:11:48+00:00,,01_HOOFD_180,procedure change,,2012-09-04 08:05:29+00:00,1550894,1550894,procedure verandering,01_HOOFD_180,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:11:48+00:00,,01_HOOFD_110_2,subcases completeness completed,2012-09-05 08:05:26+00:00,2012-09-04 08:05:29+00:00,1550894,1550894,deelzaken volledigheid afgerond,01_HOOFD_110_2,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
True,2012-09-04 10:11:48+00:00,,08_AWB45_005,request complete,2012-09-05 08:05:29+00:00,2012-09-04 08:05:30+00:00,1550894,1550894,aanvraag volledig,08_AWB45_005,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:11:48+00:00,,01_HOOFD_200,send letter in progress,,2012-09-04 08:05:30+00:00,1550894,1550894,brief in behandeling versturen,01_HOOFD_200,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:11:48+00:00,,01_HOOFD_195,phase application receptive,,2012-09-04 08:05:30+00:00,1550894,1550894,fase aanvraag ontvankelijk,01_HOOFD_195,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:19:18+00:00,,01_HOOFD_250_1,treat subcases content,2012-09-05 08:05:30+00:00,2012-09-04 08:19:04+00:00,1550894,1550894,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:19:18+00:00,,01_HOOFD_196,procedure change after completeness,,2012-09-04 08:19:06+00:00,1550894,1550894,procedureverandering na volledigheid,01_HOOFD_196,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:19:18+00:00,,09_AH_I_010,article 34  WABO applies,,2012-09-04 08:19:06+00:00,1550894,1550894,artikel 34 WABO van toepassing,09_AH_I_010,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:19:18+00:00,,01_HOOFD_380,grounds for refusal,,2012-09-04 08:19:06+00:00,1550894,1550894,weigeringsgrond,01_HOOFD_380,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:19:18+00:00,,01_HOOFD_375,phase advice known,,2012-09-04 08:19:06+00:00,1550894,1550894,fase advies bekend,01_HOOFD_375,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:19:18+00:00,,01_HOOFD_250_2,completed subcases content,2012-09-05 08:19:05+00:00,2012-09-04 08:19:06+00:00,1550894,1550894,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:19:18+00:00,,01_HOOFD_370,assessment of content completed,,2012-09-04 08:19:06+00:00,1550894,1550894,inhoudelijke beoordeling afgerond,01_HOOFD_370,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:19:18+00:00,,01_HOOFD_430,ask stakeholders views,,2012-09-04 08:19:07+00:00,1550894,1550894,belanghebbenden zienswijzen vragen,01_HOOFD_430,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:19:18+00:00,,11_AH_II_010,suspension ground applicable,2012-09-05 08:19:07+00:00,2012-09-04 08:19:09+00:00,1550894,1550894,aanhoudingsgrond van toepassing,11_AH_II_010,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
False,2012-09-04 10:19:18+00:00,,01_HOOFD_480,by law,2012-09-05 08:19:09+00:00,2012-09-04 08:19:12+00:00,1550894,1550894,van rechtswege,01_HOOFD_480,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
EMPTY,2012-09-04 10:19:18+00:00,,01_HOOFD_490_1,creating environmental permit decision,,2012-09-04 08:19:12+00:00,1550894,1550894,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,complete,6279577,1550894,2012-09-06 22:00:00+00:00,G,Handelen in strijd met regels RO,,Besluit onherroepelijk,557669,2012-07-19 22:00:00+00:00,True,,,,,J,,
